LEVEL_1_CASE_TYPE,CASE_NUMBER,CASE_HASHKEY,LEVEL_2_CASE_TYPE,DOCUMENT_ID,DOCUMENT_FILED_DATE,DOCUMENT_NAME,SOURCE_SYSTEM_ID,DOCUMENT_HASHKEY,DOCUMENT_TYPE,DOCUMENT_NUMBER,DOCUMENT_NAME_DRIVE,LINK_DRIVE
Collections,24NWLC00136,127060672885633296,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103378027,2024-09-17 00:00:00.000,Declaration of Costs - CCP 1033,2,345791759775123641998810620544826703,Costs,CST010,declaration_24nwlc00136_103378027,
Collections,24NWLC00136,127060672885633296,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103378028,2024-09-17 00:00:00.000,Request for Dismissal,2,1227074320740083684521189997477847116,Request,REQ070,,
Collections,24NWLC00136,127060672885633296,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103378030,2024-09-17 00:00:00.000,Declaration (name extension),2,716123015063955651480214535341992377,Declaration,DEC010,declaration_24nwlc00136_103378030,https://drive.google.com/file/d/1wNfTZoVGhkh4cf8S9Ms2QNnPlvnv47wK/view?usp=drivesdk
Collections,24NWLC00136,127060672885633296,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103378031,2024-09-17 00:00:00.000,Declaration (name extension),2,403929133689084866270384419078988848,Declaration,DEC010,declaration_24nwlc00136_103378031,https://drive.google.com/file/d/12TPjWEl5y_7QP-DqAecT-XZAYVBtN0PT/view?usp=drivesdk
Collections,24NWLC00136,127060672885633296,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103378032,2024-09-17 00:00:00.000,Declaration (name extension),2,462671169665853673484406109666809202,Declaration,DEC010,declaration_24nwlc00136_103378032,https://drive.google.com/file/d/1WZTQ_Lret8knMINM2M0RPdO9_0wY9tCq/view?usp=drivesdk
Collections,24NWLC00136,127060672885633296,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103378029,2024-10-03 00:00:00.000,Judgment,2,253096920973280172336104186433724127,Judgment,JUD015,,
Collections,24NWLC00136,127060672885633296,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108647295,2025-05-19 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,359504803268356889252732020035097468,Costs,CST040,declaration_24nwlc00136_108647295,
Collections,24NWLC00136,127060672885633296,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108647294,2025-05-29 00:00:00.000,Writ of Execution,2,1011225751340477788411240222037053390,Writ,WRIT030,,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97794562,2024-01-03 00:00:00.000,Complaint,2,1263973281873325568503452292729420053,Complaint,COM040,complaint_24nwlc00156_97794562,https://drive.google.com/file/d/1tdsuhpKuNvpGyC421dyZVUqzTiQAjP2Y/view?usp=drivesdk
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97794563,2024-01-03 00:00:00.000,Summons,2,606636087324096196318023257818536830,Issuance,ISS030,,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97794564,2024-01-03 00:00:00.000,Civil Case Cover Sheet,2,721479425391254055948446464237321664,Miscellaneous,MISC020,,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97794565,2024-01-03 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,22144427829165539069031428515377338,Declaration,DEC075,declaration_24nwlc00156_97794565,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97794566,2024-01-03 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,795429725575665761887434803639212725,Order to Show Cause,OSC030,,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97794567,2024-01-03 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,117664907458041033370060679504340302,Notice,NTC040L,,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98060243,2024-01-16 00:00:00.000,Proof of Personal Service,2,1079986947955031501148532915663736127,Proof of Service,POS110,,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101330213,2024-06-18 00:00:00.000,Request for Entry of Default / Judgment,2,295205572823912648112236586205669008,Request,REQ080,request_for_default_judgment_24nwlc00156_101330213,https://drive.google.com/file/d/1RJGiUmV8i5kLA5UK4aNlhy6tBA27yz96/view?usp=drivesdk
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101330215,2024-06-18 00:00:00.000,Declaration (name extension),2,878929870403247892931277394837149813,Declaration,DEC010,declaration_24nwlc00156_101330215,https://drive.google.com/file/d/1YAP3ucs-IWU9EkHH6juHRQUowthRSuGN/view?usp=drivesdk
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101330216,2024-06-18 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,728254686479199914922349942207243575,Declaration,DEC071,declaration_24nwlc00156_101330216,https://drive.google.com/file/d/1ZnJKgQHULHpB4hMDkmGYkLFSNFq92Vl-/view?usp=drivesdk
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101330217,2024-06-18 00:00:00.000,Declaration (name extension),2,477378547385255118893762155717891834,Declaration,DEC010,declaration_24nwlc00156_101330217,https://drive.google.com/file/d/1-EXlwPxYrtx29pm-AB1VFkvY3NYlKufu/view?usp=drivesdk
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101330219,2024-06-18 00:00:00.000,Declaration of Costs - CCP 1033,2,1080880511262917171995009827664749979,Costs,CST010,declaration_24nwlc00156_101330219,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101330220,2024-06-18 00:00:00.000,Request for Dismissal,2,1154058523545031633366055830144125962,Request,REQ070,,
Collections,24NWLC00156,1028894724929313280,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101330218,2024-06-27 00:00:00.000,Default Judgment,2,987867180975852535058771492242384971,Judgment,JUD020,,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97906084,2024-01-09 00:00:00.000,Complaint,2,607746065667504000560240935977786864,Complaint,COM040,complaint_24nwlc00795_97906084,https://drive.google.com/file/d/14aeIoxrGWyMOwozJtq9VuOtenC56h3A5/view?usp=drivesdk
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97906085,2024-01-09 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,1044686166770684176567196937027331376,Declaration,DEC075,declaration_24nwlc00795_97906085,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97906086,2024-01-09 00:00:00.000,Summons,2,624412986449735696294093987514522351,Issuance,ISS030,,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97906087,2024-01-09 00:00:00.000,Civil Case Cover Sheet,2,498913830516629560733372947996741693,Miscellaneous,MISC020,,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97906088,2024-01-09 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,1172360409605913963195233797090003888,Order to Show Cause,OSC030,,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",97906089,2024-01-09 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1122260173933519005607082518127657852,Notice,NTC040L,,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98302638,2024-01-29 00:00:00.000,Proof of Personal Service,2,851105910307353964602789616842639279,Proof of Service,POS110,,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100493420,2024-04-30 00:00:00.000,Request for Entry of Default / Judgment,2,1042192698104090055343935891256460134,Request,REQ080,request_for_default_judgment_24nwlc00795_100493420,https://drive.google.com/file/d/1bXxHNv3dUXaGsarW86WhUtx_G2FvGKlI/view?usp=drivesdk
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100493421,2024-04-30 00:00:00.000,Request for Dismissal,2,726895510526760655176134831184226610,Request,REQ070,,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100493422,2024-04-30 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,272115290285746208831133691021670657,Declaration,DEC071,declaration_24nwlc00795_100493422,https://drive.google.com/file/d/1V5mqTFJ4nE3N-60yInAtA6wQ4dGg3kyJ/view?usp=drivesdk
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100493423,2024-04-30 00:00:00.000,Declaration of Costs - CCP 1033,2,492989572652450212672656521024317361,Costs,CST010,declaration_24nwlc00795_100493423,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100493424,2024-05-14 00:00:00.000,Judgment,2,1261683734592275381017235721623190213,Judgment,JUD015,,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102412166,2024-07-31 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,975546796063298638503392126898392867,Costs,CST040,declaration_24nwlc00795_102412166,
Collections,24NWLC00795,157066018752566816,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102412165,2024-08-14 00:00:00.000,Writ of Execution,2,1232884242774822790410582402449437887,Writ,WRIT030,,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98042994,2024-01-16 00:00:00.000,Complaint,2,326058950605525643792716100268535373,Complaint,COM040,complaint_24nwlc01547_98042994,https://drive.google.com/file/d/12Px8x543mWIXIY71C8uI0JlmfrNuVadC/view?usp=drivesdk
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98042995,2024-01-16 00:00:00.000,Summons,2,1240432828021885669604187401246910733,Issuance,ISS030,,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98042996,2024-01-16 00:00:00.000,Civil Case Cover Sheet,2,11803351155153614761222462580952172,Miscellaneous,MISC020,,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98042997,2024-01-16 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,575092136988516458239685614063704473,Declaration,DEC075,declaration_24nwlc01547_98042997,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98042998,2024-01-16 00:00:00.000,Declaration (name extension),2,918825306291509617540746772070630276,Declaration,DEC010,declaration_24nwlc01547_98042998,https://drive.google.com/file/d/176lAhhy3Mfd6aIueiBo5VN1C3qNrIMHz/view?usp=drivesdk
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98042999,2024-01-16 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,213320117140634850706233251901264849,Order to Show Cause,OSC030,,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98043000,2024-01-16 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1042187078496021344796856141213331199,Notice,NTC040L,,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98140923,2024-01-22 00:00:00.000,Proof of Personal Service,2,829398804276445797275634803102753475,Proof of Service,POS110,,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101227380,2024-06-11 00:00:00.000,Request for Entry of Default / Judgment,2,812590068513595144500872604706472582,Request,REQ080,request_for_default_judgment_24nwlc01547_101227380,https://drive.google.com/file/d/1X7rO-a8L0jfKmkKxEzejTZnYi_uRXea3/view?usp=drivesdk
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101227381,2024-06-11 00:00:00.000,Request for Dismissal,2,753928527756322721839855957225216895,Request,REQ070,,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101227383,2024-06-11 00:00:00.000,Declaration of Costs - CCP 1033,2,561260178250856930644258975095457096,Costs,CST010,declaration_24nwlc01547_101227383,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101227385,2024-06-11 00:00:00.000,Declaration (name extension),2,537144052983520619360068200668023649,Declaration,DEC010,declaration_24nwlc01547_101227385,https://drive.google.com/file/d/1H7lqiOs83j_QzTqA47dvmF3-yGkEFvDT/view?usp=drivesdk
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101227387,2024-06-11 00:00:00.000,Declaration (name extension),2,681071538996336503074055695939429536,Declaration,DEC010,declaration_24nwlc01547_101227387,https://drive.google.com/file/d/16TUoeQh4-Eh12qwJjrsaPQmBOwZBQonT/view?usp=drivesdk
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101227388,2024-06-11 00:00:00.000,Declaration (name extension),2,453011158292498727715255733430416835,Declaration,DEC010,declaration_24nwlc01547_101227388,https://drive.google.com/file/d/1WzOTAUJSDgKSLQLqmFpvqfuCeTDD6eRp/view?usp=drivesdk
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101227386,2024-06-20 00:00:00.000,Judgment,2,22681284444287144527408353187502362,Judgment,JUD015,,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108600958,2025-05-19 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,1130482808310749075240749445556870701,Costs,CST040,declaration_24nwlc01547_108600958,
Collections,24NWLC01547,998483406610658944,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108600957,2025-05-28 00:00:00.000,Writ of Execution,2,1134718369766798866261060275353492034,Writ,WRIT030,,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98303820,2024-01-26 00:00:00.000,Complaint,2,74980145569531241882729730898058618,Complaint,COM040,complaint_24nwlc03150_98303820,https://drive.google.com/file/d/1XOOgCJ3nsi7doONYS4FFe3MBPYuqrOF0/view?usp=drivesdk
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98303821,2024-01-26 00:00:00.000,Summons,2,304008589060600084738292738496719985,Issuance,ISS030,,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98303822,2024-01-26 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,734158510650484987723113060252657421,Declaration,DEC075,declaration_24nwlc03150_98303822,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98303823,2024-01-26 00:00:00.000,Civil Case Cover Sheet,2,314435344496141790216514993494673568,Miscellaneous,MISC020,,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98303824,2024-01-26 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,395365587683611618085099634499706259,Order to Show Cause,OSC030,,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98303825,2024-01-26 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,241145389029496703262069031525601325,Notice,NTC040L,,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102339719,2024-08-09 00:00:00.000,Proof of Personal Service,2,205595320169430112525401896290675482,Proof of Service,POS110,,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103841955,2024-10-22 00:00:00.000,Request for Entry of Default / Judgment,2,1108716480648556308108269399260704794,Request,REQ080,request_for_default_judgment_24nwlc03150_103841955,https://drive.google.com/file/d/1x8wnyOIaavM6YWI7N9AD2d3M2DdBdOsJ/view?usp=drivesdk
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103841956,2024-10-22 00:00:00.000,Request for Dismissal,2,1058188703264147861314109508308019456,Request,REQ070,,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103841958,2024-10-22 00:00:00.000,Declaration of Costs - CCP 1033,2,1055093567959101838059470838762239663,Costs,CST010,declaration_24nwlc03150_103841958,
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103841959,2024-10-22 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,761582564493937885691765757344405714,Declaration,DEC071,declaration_24nwlc03150_103841959,https://drive.google.com/file/d/1hhNG265MRBwQ3XUb9QtMI5raqvC6tNSG/view?usp=drivesdk
Collections,24NWLC03150,563523176604457472,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103841957,2024-10-29 00:00:00.000,Judgment,2,657667943774774289721059662439193401,Judgment,JUD015,,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98513137,2024-02-07 00:00:00.000,Complaint,2,718378769444560928791294388773656720,Complaint,COM040,complaint_24nwlc04597_98513137,https://drive.google.com/file/d/1ytX2LVAvwlMA0pU0AQyELVTXrvxtRRu3/view?usp=drivesdk
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98513138,2024-02-07 00:00:00.000,Civil Case Cover Sheet,2,397892314953871278993877439601094580,Miscellaneous,MISC020,,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98513139,2024-02-07 00:00:00.000,Summons,2,94578487910499770317772638508543397,Issuance,ISS030,,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98513140,2024-02-07 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,1234848301520916934741384352091498239,Declaration,DEC075,declaration_24nwlc04597_98513140,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98513141,2024-02-07 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,121659523239545050214372372228742886,Order to Show Cause,OSC030,,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98513142,2024-02-07 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1100758622920435060460265091949935072,Notice,NTC040L,,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98904109,2024-02-26 00:00:00.000,Declaration (name extension),2,1181382034617979540828958072795739372,Declaration,DEC010,declaration_24nwlc04597_98904109,https://drive.google.com/file/d/120ZZCDIkhtWb3t4a-dkTPVHGsGAIbAo7/view?usp=drivesdk
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101475802,2024-06-18 00:00:00.000,Proof of Service by Substituted Service,2,1089354221335253138919086256438952769,Proof of Service,POS160,,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103884442,2024-10-15 00:00:00.000,Request for Entry of Default / Judgment,2,954865123704818553843174117167979679,Request,REQ080,request_for_default_judgment_24nwlc04597_103884442,https://drive.google.com/file/d/10AmPUqLx-QF2FutTuMrp790_lpXBoWQ3/view?usp=drivesdk
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103884443,2024-10-15 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,1107485508086444759558297770276800138,Declaration,DEC071,declaration_24nwlc04597_103884443,https://drive.google.com/file/d/1FI8V3pdbfp6EUED6qV_3pvSsgkwVIRBE/view?usp=drivesdk
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103884445,2024-10-15 00:00:00.000,Declaration of Costs - CCP 1033,2,1306284735120386312282938212536909341,Costs,CST010,declaration_24nwlc04597_103884445,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103884446,2024-10-15 00:00:00.000,Request for Dismissal,2,3455172080568977620480197935810546,Request,REQ070,,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103884444,2024-10-29 00:00:00.000,Judgment,2,699594902417187010758139744571438075,Judgment,JUD015,,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108862619,2025-06-02 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,1085143597491928242730435244697711346,Costs,CST040,declaration_24nwlc04597_108862619,
Collections,24NWLC04597,1012527871361694336,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108862618,2025-06-09 00:00:00.000,Writ of Execution,2,1325276661215853449315369202833372051,Writ,WRIT030,,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98528246,2024-02-08 00:00:00.000,Complaint,2,1324067947542477706255160694307204334,Complaint,COM040,complaint_24nwlc04731_98528246,https://drive.google.com/file/d/1O5LUEfseYZNfuGNJy96ywe5GA8anXvuD/view?usp=drivesdk
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98528247,2024-02-08 00:00:00.000,Summons,2,585745906284322950919688214346591688,Issuance,ISS030,,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98528248,2024-02-08 00:00:00.000,Civil Case Cover Sheet,2,964130908756022463627062896889474379,Miscellaneous,MISC020,,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98528249,2024-02-08 00:00:00.000,Declaration (name extension),2,1175407573770215729732606849249507810,Declaration,DEC010,declaration_24nwlc04731_98528249,https://drive.google.com/file/d/17ZF7J0oQ80FIL3jnhCflLR4CBgOXTFCX/view?usp=drivesdk
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98528250,2024-02-08 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,1236376275343185125516209052462682249,Declaration,DEC075,declaration_24nwlc04731_98528250,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98528251,2024-02-08 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,941032514388747651142644796046056744,Order to Show Cause,OSC030,,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98528252,2024-02-08 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,422920909558706056871810961696664448,Notice,NTC040L,,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98611091,2024-02-13 00:00:00.000,Proof of Personal Service,2,800309021302869000377071662717863720,Proof of Service,POS110,,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100597530,2024-05-02 00:00:00.000,Request for Entry of Default / Judgment,2,1030608500814558924181647559271651320,Request,REQ080,request_for_default_judgment_24nwlc04731_100597530,https://drive.google.com/file/d/1lgvg7iTsvDcT-MeNcUI1mUspJNWj4idT/view?usp=drivesdk
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100597531,2024-05-02 00:00:00.000,Request for Dismissal,2,102658500214582155285864284837190019,Request,REQ070,,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100597532,2024-05-02 00:00:00.000,Declaration re: Attorney's Fees,2,129088491942997199570029170755379971,Declaration,DEC080,declaration_24nwlc04731_100597532,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100597533,2024-05-02 00:00:00.000,Declaration of Costs - CCP 1033,2,1312630309865353388106076078868069896,Costs,CST010,declaration_24nwlc04731_100597533,
Collections,24NWLC04731,574956317709273728,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100597534,2024-05-02 00:00:00.000,Declaration (name extension),2,399864099283513080242437447047855377,Declaration,DEC010,declaration_24nwlc04731_100597534,https://drive.google.com/file/d/1nbFpPOeAhVnkvSA8MXBYdRQtSbQ4Uqhn/view?usp=drivesdk
