CASE_NUMBER,DOCUMENT_ID,DOCUMENT_FILED_DATE,DOCUMENT_NAME,DOCUMENT_NAME_DRIVE,LINK_DRIVE
24CHLC13411,99812497,2024-04-10 00:00:00.000,Complaint,complaint_24chlc13411_99812497,https://drive.google.com/file/d/1TR0ZV_NL2UBSPOey-hq0FpCYak3oqprx/view?usp=drivesdk
24CHLC13411,99812498,2024-04-10 00:00:00.000,Civil Case Cover Sheet,,
24CHLC13411,99812499,2024-04-10 00:00:00.000,Summons,,
24CHLC13411,99812500,2024-04-10 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc13411_99812500,
24CHLC13411,99812501,2024-04-10 00:00:00.000,Declaration (name extension),declaration_24chlc13411_99812501,https://drive.google.com/file/d/1yi8ewWGk3zfoLUvwwRrZUAJvMCiXTywp/view?usp=drivesdk
24CHLC13411,99812502,2024-04-10 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC13411,99812503,2024-04-10 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC13411,100169759,2024-04-26 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC13411,103403071,2024-09-30 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc13411_103403071,https://drive.google.com/file/d/1mbNif60CLGQXoj9pI5IN6Z3_d1VhYQVl/view?usp=drivesdk
24CHLC13411,103403072,2024-09-30 00:00:00.000,Request for Dismissal,,
24CHLC13411,103403073,2024-09-30 00:00:00.000,Declaration (name extension),declaration_24chlc13411_103403073,https://drive.google.com/file/d/1yRpW4zMHnIMZpOOALJz-Qxj62keBaPhg/view?usp=drivesdk
24CHLC13411,103403074,2024-09-30 00:00:00.000,Declaration (name extension),declaration_24chlc13411_103403074,https://drive.google.com/file/d/1g2MnvZKxKG7L4Am_Kd3RbAtwZ0XFCvu8/view?usp=drivesdk
24CHLC13411,103403075,2024-09-30 00:00:00.000,Declaration (name extension),declaration_24chlc13411_103403075,https://drive.google.com/file/d/1sLuuotKxLNRtft-B7_FjM7g0Kuw1RcId/view?usp=drivesdk
24CHLC13411,103403076,2024-09-30 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc13411_103403076,
24CHLC13411,103403077,2024-10-10 00:00:00.000,Judgment,,
24CHLC13411,108477893,2025-05-19 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",declaration_24chlc13411_108477893,
24CHLC13411,108477892,2025-05-21 00:00:00.000,Writ of Execution,,
24CHLC15443,100111141,2024-04-24 00:00:00.000,Complaint,complaint_24chlc15443_100111141,https://drive.google.com/file/d/14djyCVbBfyaJCvG8DXmjkPqX08gENIpT/view?usp=drivesdk
24CHLC15443,100111142,2024-04-24 00:00:00.000,Civil Case Cover Sheet,,
24CHLC15443,100111143,2024-04-24 00:00:00.000,Summons,,
24CHLC15443,100111144,2024-04-24 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC15443,100111145,2024-04-24 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC15443,101016956,2024-06-07 00:00:00.000,Proof of Personal Service,,
24CHLC15443,103744771,2024-10-15 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc15443_103744771,https://drive.google.com/file/d/1HWk5CedEYAKelPJiIPTOijo7WZPdV8D_/view?usp=drivesdk
24CHLC15443,103744772,2024-10-15 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc15443_103744772,https://drive.google.com/file/d/1N9TI0VWTLIiPC1hxWL_TfxpeaPKI4kvx/view?usp=drivesdk
24CHLC15443,103744773,2024-10-15 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc15443_103744773,
24CHLC15443,103744774,2024-10-15 00:00:00.000,Request for Dismissal,,
24CHLC15443,103744775,2024-10-15 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc15443_103744775,https://drive.google.com/file/d/1_QPZ_m3qfTA-jFWNEfdEc-T-45LrdmmI/view?usp=drivesdk
24CHLC15443,103744776,2024-10-22 00:00:00.000,Judgment,,
24CHLC15469,100114372,2024-04-23 00:00:00.000,Complaint,complaint_24chlc15469_100114372,https://drive.google.com/file/d/1RpVEyAppylkPqZOIEWWr55IsPEIxFOMW/view?usp=drivesdk
24CHLC15469,100114373,2024-04-23 00:00:00.000,Civil Case Cover Sheet,,
24CHLC15469,100114374,2024-04-23 00:00:00.000,Summons,,
24CHLC15469,100114375,2024-04-23 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC15469,100114376,2024-04-23 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC15469,100824161,2024-05-29 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC15469,104944553,2024-12-10 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc15469_104944553,https://drive.google.com/file/d/1LyihGmnKIWeq3GjuOgVeH_pDTKwWVsz9/view?usp=drivesdk
24CHLC15469,104944554,2024-12-10 00:00:00.000,Request for Dismissal,,
24CHLC15469,104944556,2024-12-10 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc15469_104944556,
24CHLC15469,104944557,2024-12-10 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc15469_104944557,https://drive.google.com/file/d/1fYs2Q9YoSVhdM19CFYwj18c3vseDv5eo/view?usp=drivesdk
24CHLC15469,104944555,2024-12-12 00:00:00.000,Judgment,,
24CHLC15493,100119652,2024-04-25 00:00:00.000,Complaint,complaint_24chlc15493_100119652,https://drive.google.com/file/d/1kQuRwrH2xvou1-UVQq6rqrcVoMQ8mNXD/view?usp=drivesdk
24CHLC15493,100119653,2024-04-25 00:00:00.000,Declaration (name extension),declaration_24chlc15493_100119653,https://drive.google.com/file/d/1dz1Vnag1iJ_kJC09fSV1q2Il3Z_Y4TlI/view?usp=drivesdk
24CHLC15493,100119654,2024-04-25 00:00:00.000,Civil Case Cover Sheet,,
24CHLC15493,100119655,2024-04-25 00:00:00.000,Summons,,
24CHLC15493,100119656,2024-04-25 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC15493,100119657,2024-04-25 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC15493,100776999,2024-05-28 00:00:00.000,Proof of Personal Service,,
24CHLC15493,105073752,2024-12-17 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc15493_105073752,https://drive.google.com/file/d/1j5kr6mNcsO5aZXO7dHi25JWGkm77qT-k/view?usp=drivesdk
24CHLC15493,105073753,2024-12-17 00:00:00.000,Request for Dismissal,,
24CHLC15493,105073754,2024-12-17 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc15493_105073754,
24CHLC15493,105073755,2024-12-17 00:00:00.000,Declaration (name extension),declaration_24chlc15493_105073755,https://drive.google.com/file/d/1mF-6JyLrqBvUjuRsm-yvAZS4RhsGA4B1/view?usp=drivesdk
24CHLC15493,105073756,2024-12-17 00:00:00.000,Declaration (name extension),declaration_24chlc15493_105073756,https://drive.google.com/file/d/1uQh1_sFPHM60ak8b5wCZaE07aK2tiY8_/view?usp=drivesdk
24CHLC15493,105073757,2024-12-18 00:00:00.000,Judgment,,
24CHLC15493,107672114,2025-04-16 00:00:00.000,Abstract of Judgment - Civil and Small Claims,,
24CHLC16272,100270156,2024-05-02 00:00:00.000,Complaint,complaint_24chlc16272_100270156,https://drive.google.com/file/d/1O3pqas7U_fSRWqaDyQjHD-fD4PFx_-AR/view?usp=drivesdk
24CHLC16272,100270157,2024-05-02 00:00:00.000,Summons,,
24CHLC16272,100270158,2024-05-02 00:00:00.000,Civil Case Cover Sheet,,
24CHLC16272,100270159,2024-05-02 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC16272,100270165,2024-05-02 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC16272,101424390,2024-06-27 00:00:00.000,Proof of Personal Service,,
24CHLC16272,104015392,2024-10-29 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc16272_104015392,https://drive.google.com/file/d/1NAZ4-LwoV0OvlUVwYb-qoMWScyTWhz9w/view?usp=drivesdk
24CHLC16272,104015394,2024-10-29 00:00:00.000,Summary of the Case,,
24CHLC16272,104015395,2024-10-29 00:00:00.000,Declaration (name extension),declaration_24chlc16272_104015395,https://drive.google.com/file/d/1wLL5QX2kjqR2DPvHZhCA79nMsvtDOGBu/view?usp=drivesdk
24CHLC16272,104015396,2024-10-29 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc16272_104015396,
24CHLC16272,104015397,2024-10-29 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc16272_104015397,
24CHLC16272,104015398,2024-10-29 00:00:00.000,Request for Dismissal,,
24CHLC16272,104015393,2024-11-13 00:00:00.000,Judgment,,
24CHLC17892,100523873,2024-05-14 00:00:00.000,Complaint,complaint_24chlc17892_100523873,https://drive.google.com/file/d/1Z7Z4dNk5_RHkFXI-LXdgOkQPXKm1zsry/view?usp=drivesdk
24CHLC17892,100523874,2024-05-14 00:00:00.000,Declaration (name extension),declaration_24chlc17892_100523874,https://drive.google.com/file/d/13Q8iSOltslsVRX3L6fXJnNy_NfoIg9VR/view?usp=drivesdk
24CHLC17892,100523875,2024-05-14 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc17892_100523875,
24CHLC17892,100523876,2024-05-14 00:00:00.000,Summons,,
24CHLC17892,100523877,2024-05-14 00:00:00.000,Civil Case Cover Sheet,,
24CHLC17892,100523878,2024-05-14 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC17892,100523879,2024-05-14 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC17892,101123099,2024-06-12 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC17892,104682842,2024-11-26 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc17892_104682842,https://drive.google.com/file/d/1n082C9906N7l1SZw0WvpZXU2T5-chUat/view?usp=drivesdk
24CHLC17892,104682845,2024-11-26 00:00:00.000,Declaration (name extension),declaration_24chlc17892_104682845,https://drive.google.com/file/d/1Q4yfYYtBIXY7RtkEOmHjpSF7nbQ1j7U9/view?usp=drivesdk
24CHLC17892,104682846,2024-11-26 00:00:00.000,Declaration (name extension),declaration_24chlc17892_104682846,https://drive.google.com/file/d/10KCFo1_xPckO6FMYFv7nc65pzgLfjJ6z/view?usp=drivesdk
24CHLC17892,104682847,2024-12-03 00:00:00.000,Default Judgment,,
24CHLC18130,100559587,2024-05-16 00:00:00.000,Complaint,complaint_24chlc18130_100559587,https://drive.google.com/file/d/1SKsFt-89rF0cNFuw14Obx-8OuVYVgEE-/view?usp=drivesdk
24CHLC18130,100559588,2024-05-16 00:00:00.000,Civil Case Cover Sheet,,
24CHLC18130,100559589,2024-05-16 00:00:00.000,Summons,,
24CHLC18130,100559590,2024-05-16 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc18130_100559590,
24CHLC18130,100559591,2024-05-16 00:00:00.000,Declaration (name extension),declaration_24chlc18130_100559591,https://drive.google.com/file/d/1PfiyrbGHWYqmbt4pD5SRkSkabGxO3Lxq/view?usp=drivesdk
24CHLC18130,100559592,2024-05-16 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC18130,100559593,2024-05-16 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC18130,100857371,2024-05-31 00:00:00.000,Proof of Personal Service,,
24CHLC18130,102430005,2024-08-14 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc18130_102430005,https://drive.google.com/file/d/13pIvhsABpBsScNq5Bg8clybxbMMaVzlC/view?usp=drivesdk
24CHLC18130,102430006,2024-08-14 00:00:00.000,Declaration (name extension),declaration_24chlc18130_102430006,https://drive.google.com/file/d/1Q9jjnzE-KRbhgbnrjSIFHidRABDvk6sv/view?usp=drivesdk
24CHLC18130,102430007,2024-08-14 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc18130_102430007,
24CHLC18130,102430008,2024-08-14 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc18130_102430008,
24CHLC18130,102430009,2024-08-14 00:00:00.000,Declaration (name extension),declaration_24chlc18130_102430009,https://drive.google.com/file/d/1Myn7_PIfh0ht2DSnM6lPM4UPoSnGgDpY/view?usp=drivesdk
24CHLC18130,102430010,2024-08-14 00:00:00.000,Request for Dismissal,,
24CHLC18130,103310250,2024-09-25 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc18130_103310250,
24CHLC18130,103310252,2024-09-25 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc18130_103310252,
24CHLC18130,103310253,2024-09-25 00:00:00.000,Declaration (name extension),declaration_24chlc18130_103310253,
24CHLC18130,103310255,2024-09-25 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc18130_103310255,
24CHLC18130,103310257,2024-09-25 00:00:00.000,Declaration (name extension),declaration_24chlc18130_103310257,
24CHLC18130,103310256,2024-10-10 00:00:00.000,Judgment,,
24CHLC18130,105758878,2025-01-22 00:00:00.000,Writ of Execution,,
24CHLC18130,105758879,2025-01-22 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",declaration_24chlc18130_105758879,
24CHLC18130,107469391,2025-04-07 00:00:00.000,Declaration (name extension),declaration_24chlc18130_107469391,
24CHLC18229,100574289,2024-05-16 00:00:00.000,Complaint,complaint_24chlc18229_100574289,https://drive.google.com/file/d/1CTjQqyewzpx9V-_rG3YN6eItPxr_CEvC/view?usp=drivesdk
24CHLC18229,100574290,2024-05-16 00:00:00.000,Summons,,
24CHLC18229,100574291,2024-05-16 00:00:00.000,Civil Case Cover Sheet,,
24CHLC18229,100574292,2024-05-16 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC18229,100574293,2024-05-16 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC18229,100848124,2024-05-30 00:00:00.000,Proof of Personal Service,,
24CHLC18229,103745504,2024-10-15 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc18229_103745504,https://drive.google.com/file/d/1HrUKlkTxiYotcL36XFUdSQKXLUgEeDV4/view?usp=drivesdk
24CHLC18229,103745506,2024-10-15 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc18229_103745506,https://drive.google.com/file/d/1mdG3K7leAyqI06FLGmwr-wJERqUGu6WP/view?usp=drivesdk
24CHLC18229,103745507,2024-10-15 00:00:00.000,Request for Dismissal,,
24CHLC18229,103745508,2024-10-15 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc18229_103745508,
24CHLC18229,103745509,2024-10-15 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc18229_103745509,https://drive.google.com/file/d/11Db7IAF2G_CUSXWoHd8jF1u_GF0HfaUU/view?usp=drivesdk
24CHLC18229,103745505,2024-10-22 00:00:00.000,Judgment,,
24CHLC18921,100653670,2024-05-21 00:00:00.000,Complaint,complaint_24chlc18921_100653670,https://drive.google.com/file/d/1WHCR2eqacD3R-H4gA5WacowSVZtG3s_s/view?usp=drivesdk
24CHLC18921,100653671,2024-05-21 00:00:00.000,Summons,,
24CHLC18921,100653672,2024-05-21 00:00:00.000,Civil Case Cover Sheet,,
24CHLC18921,100653673,2024-05-21 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc18921_100653673,
24CHLC18921,100653674,2024-05-21 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC18921,100653675,2024-05-21 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC18921,101043402,2024-06-10 00:00:00.000,Proof of Personal Service,,
24CHLC18921,103996771,2024-10-28 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc18921_103996771,https://drive.google.com/file/d/18TvhpVtXAJ_Eog4a7-ZxYlbSyd0qEWHf/view?usp=drivesdk
24CHLC18921,103996772,2024-10-28 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc18921_103996772,
24CHLC18921,103996773,2024-10-28 00:00:00.000,Request for Dismissal,,
24CHLC18921,103996774,2024-10-28 00:00:00.000,Summary of the Case,,
24CHLC18921,103996775,2024-10-28 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc18921_103996775,
24CHLC18921,103996777,2024-10-28 00:00:00.000,Declaration (name extension),declaration_24chlc18921_103996777,https://drive.google.com/file/d/1QkZfPNlpkACbrMVk3iUCmQTXJ6HE-h1T/view?usp=drivesdk
24CHLC18921,103996776,2024-10-29 00:00:00.000,Judgment,,
24CHLC19088,100674756,2024-05-21 00:00:00.000,Complaint,complaint_24chlc19088_100674756,https://drive.google.com/file/d/1cmOyaM8BbOLqaR3KWIyNMxAyJXu0QWcV/view?usp=drivesdk
24CHLC19088,100674757,2024-05-21 00:00:00.000,Civil Case Cover Sheet,,
24CHLC19088,100674758,2024-05-21 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc19088_100674758,
24CHLC19088,100674759,2024-05-21 00:00:00.000,Summons,,
24CHLC19088,100674760,2024-05-21 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC19088,100674761,2024-05-21 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC19088,101564371,2024-07-03 00:00:00.000,Proof of Personal Service,,
24CHLC19088,103375885,2024-09-26 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc19088_103375885,https://drive.google.com/file/d/12J8-94WEozyv3ISITPdYs__4-RcVTUwu/view?usp=drivesdk
24CHLC19088,103375887,2024-09-26 00:00:00.000,Declaration (name extension),declaration_24chlc19088_103375887,https://drive.google.com/file/d/1KnWYMZiurWfOhNP1a7ttB_wIH211YtNO/view?usp=drivesdk
24CHLC19088,103375888,2024-09-26 00:00:00.000,Declaration (name extension),declaration_24chlc19088_103375888,https://drive.google.com/file/d/1TQ8s5uvEUcPn8vGNsNNGWRVwN8mO0pg_/view?usp=drivesdk
24CHLC19088,103375886,2024-10-10 00:00:00.000,Default Judgment,,
24CHLC19890,100772758,2024-05-23 00:00:00.000,Complaint,complaint_24chlc19890_100772758,https://drive.google.com/file/d/1DL7l5A99mRTm8YlIaBfI6oHm9SWH7iax/view?usp=drivesdk
24CHLC19890,100772759,2024-05-23 00:00:00.000,Declaration (name extension),declaration_24chlc19890_100772759,https://drive.google.com/file/d/18SMH0b-P_5IoTbbhubX_HWbf_aBTB9el/view?usp=drivesdk
24CHLC19890,100772760,2024-05-23 00:00:00.000,Summons,,
24CHLC19890,100772761,2024-05-23 00:00:00.000,Civil Case Cover Sheet,,
24CHLC19890,100772762,2024-05-23 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC19890,100772763,2024-05-23 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC19890,101142283,2024-06-13 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC19890,105025919,2024-12-16 00:00:00.000,Request for Dismissal,,
24CHLC19890,105025921,2024-12-16 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc19890_105025921,https://drive.google.com/file/d/1EacmqWiO8vlbPG4nFSiTLW1bmPAzvNJa/view?usp=drivesdk
24CHLC19890,105025922,2024-12-16 00:00:00.000,Declaration (name extension),declaration_24chlc19890_105025922,https://drive.google.com/file/d/1TaSRpDn0lAhCK8fJIzYE351zKCSI1J_Q/view?usp=drivesdk
24CHLC19890,105025923,2024-12-16 00:00:00.000,Declaration (name extension),declaration_24chlc19890_105025923,https://drive.google.com/file/d/1N_BBv-lWLwyUD_mr12x04QAHjLH-qIUR/view?usp=drivesdk
24CHLC19890,105025920,2024-12-19 00:00:00.000,Default Judgment,,
24CHLC21170,100938192,2024-06-03 00:00:00.000,Complaint,complaint_24chlc21170_100938192,https://drive.google.com/file/d/14SwfrwZSsQok5X-Ibld5bhUDRBCeI-9p/view?usp=drivesdk
24CHLC21170,100938193,2024-06-03 00:00:00.000,Summons,,
24CHLC21170,100938194,2024-06-03 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc21170_100938194,
24CHLC21170,100938195,2024-06-03 00:00:00.000,Civil Case Cover Sheet,,
24CHLC21170,100938196,2024-06-03 00:00:00.000,Declaration (name extension),declaration_24chlc21170_100938196,https://drive.google.com/file/d/1uD51NBezkE6xV1mVtcIUEUDb_1y4ESI2/view?usp=drivesdk
24CHLC21170,100938197,2024-06-03 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC21170,100938199,2024-06-03 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC21170,101204719,2024-06-14 00:00:00.000,Proof of Personal Service,,
24CHLC21170,103398713,2024-10-01 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc21170_103398713,https://drive.google.com/file/d/1GCo4h_OFXvjf2igEOWoBIezRx0vsh5yG/view?usp=drivesdk
24CHLC21170,103398714,2024-10-01 00:00:00.000,Request for Dismissal,,
24CHLC21170,103398715,2024-10-01 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc21170_103398715,
24CHLC21170,103398716,2024-10-01 00:00:00.000,Declaration (name extension),declaration_24chlc21170_103398716,https://drive.google.com/file/d/1uY_ai5pvOztX7asZ_3qDt1Xl_h9ldf40/view?usp=drivesdk
24CHLC21170,103398717,2024-10-01 00:00:00.000,Declaration (name extension),declaration_24chlc21170_103398717,https://drive.google.com/file/d/1Milr6CBPKmfk8eI_Xh26lIEvPzxQVL9L/view?usp=drivesdk
24CHLC21170,103398718,2024-10-01 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc21170_103398718,
24CHLC21170,103398719,2024-10-01 00:00:00.000,Declaration (name extension),declaration_24chlc21170_103398719,https://drive.google.com/file/d/1DVkU8U4zqv3jhg2JeBAgAqdCLKAIQ12g/view?usp=drivesdk
24CHLC21170,103398720,2024-10-09 00:00:00.000,Judgment,,
24CHLC21170,105222987,2024-12-23 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",declaration_24chlc21170_105222987,
24CHLC21170,105222986,2024-12-24 00:00:00.000,Writ of Execution,,
24CHLC21170,106563148,2025-02-26 00:00:00.000,Declaration (name extension),declaration_24chlc21170_106563148,
24CHLC21219,100943147,2024-06-03 00:00:00.000,Complaint,complaint_24chlc21219_100943147,https://drive.google.com/file/d/1HKpO4woNA_xYj2oxja6wgZt30PZuOD4p/view?usp=drivesdk
24CHLC21219,100943148,2024-06-03 00:00:00.000,Summons,,
24CHLC21219,100943149,2024-06-03 00:00:00.000,Civil Case Cover Sheet,,
24CHLC21219,100943150,2024-06-03 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC21219,100943151,2024-06-03 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC21219,101681549,2024-07-09 00:00:00.000,Proof of Personal Service,,
24CHLC21219,103838536,2024-10-21 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc21219_103838536,https://drive.google.com/file/d/1LjAhPhwz5kRQb9IJnxDa9K4VVkmP-7Ea/view?usp=drivesdk
24CHLC21219,103838538,2024-10-21 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc21219_103838538,https://drive.google.com/file/d/1hf5X-exvNyxiCDmPdIVwg53FbF26jY1G/view?usp=drivesdk
24CHLC21219,103838540,2024-10-21 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc21219_103838540,
24CHLC21219,103838541,2024-10-21 00:00:00.000,Request for Dismissal,,
24CHLC21219,103838537,2024-10-24 00:00:00.000,Judgment,,
24CHLC21931,101055722,2024-06-07 00:00:00.000,Complaint,complaint_24chlc21931_101055722,https://drive.google.com/file/d/1tSVKrycCGQTnDH468hzMgw_2yfsvZZGe/view?usp=drivesdk
24CHLC21931,101055723,2024-06-07 00:00:00.000,Civil Case Cover Sheet,,
24CHLC21931,101055724,2024-06-07 00:00:00.000,Summons,,
24CHLC21931,101055725,2024-06-07 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC21931,101055726,2024-06-07 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC21931,103836556,2024-10-18 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC21931,105092444,2024-12-18 00:00:00.000,Proof of Service - No Service,,
24CHLC21931,105095819,2024-12-18 00:00:00.000,Request for Dismissal,,
24CHLC21931,105095820,2024-12-18 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc21931_105095820,https://drive.google.com/file/d/18wB6uz9viWO0NCBhGUNPW2Tbv39nqcWW/view?usp=drivesdk
24CHLC21931,105095822,2024-12-18 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc21931_105095822,
24CHLC21931,105095823,2024-12-18 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc21931_105095823,https://drive.google.com/file/d/1kj7kpNvSMPajFKbIP3uP-WoNNXBey0My/view?usp=drivesdk
24CHLC21931,105095821,2024-12-26 00:00:00.000,Judgment,,
24CHLC22253,101102149,2024-06-11 00:00:00.000,Complaint,complaint_24chlc22253_101102149,https://drive.google.com/file/d/16Qc0oXQIb8UQr-pLOnBvnXayBBNrVKI7/view?usp=drivesdk
24CHLC22253,101102150,2024-06-11 00:00:00.000,Civil Case Cover Sheet,,
24CHLC22253,101102151,2024-06-11 00:00:00.000,Declaration (name extension),declaration_24chlc22253_101102151,https://drive.google.com/file/d/1K4XRIahtlwmZRbgF7qsDhd6GfT8vzoYy/view?usp=drivesdk
24CHLC22253,101102152,2024-06-11 00:00:00.000,Summons,,
24CHLC22253,101102153,2024-06-11 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc22253_101102153,
24CHLC22253,101102154,2024-06-11 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC22253,101102155,2024-06-11 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC22253,101839203,2024-07-17 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC22253,103579918,2024-10-09 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc22253_103579918,https://drive.google.com/file/d/1yFdRpEl3bp8E_U8b7Gu-UGgkmJMfqQAt/view?usp=drivesdk
24CHLC22253,103579920,2024-10-09 00:00:00.000,Declaration (name extension),declaration_24chlc22253_103579920,https://drive.google.com/file/d/1QuG3aw8c4DuDFC8brVEoSVCKW2yD22uZ/view?usp=drivesdk
24CHLC22253,103579921,2024-10-09 00:00:00.000,Declaration (name extension),declaration_24chlc22253_103579921,https://drive.google.com/file/d/1bN_kIbKmWBJcShyi7oSUbt39DCdI5PND/view?usp=drivesdk
24CHLC22253,103579919,2024-10-15 00:00:00.000,Default Judgment,,
